EPOCH,Time Consumed,Total Frames,Running_Average_Rewards,Train_Epoch_Reward,Running_Training_Average_Rewards,Explore_Time,Train___Time,Eval____Time,button-press-topdown-v1_success_rate,button-press-topdown-v1_eval_rewards,door-v1_success_rate,door-v1_eval_rewards,drawer-close-v1_success_rate,drawer-close-v1_eval_rewards,drawer-open-v1_success_rate,drawer-open-v1_eval_rewards,ped-insert-side-v1_success_rate,ped-insert-side-v1_eval_rewards,pick-place-v1_success_rate,pick-place-v1_eval_rewards,push-v1_success_rate,push-v1_eval_rewards,reach-v1_success_rate,reach-v1_eval_rewards,window-close-v1_success_rate,window-close-v1_eval_rewards,window-open-v1_success_rate,window-open-v1_eval_rewards,mean_success_rate,Reward_Mean_Mean,Reward_Mean_Std,Reward_Mean_Max,Reward_Mean_Min,alpha_0_Mean,alpha_0_Std,alpha_0_Max,alpha_0_Min,alpha_1_Mean,alpha_1_Std,alpha_1_Max,alpha_1_Min,alpha_2_Mean,alpha_2_Std,alpha_2_Max,alpha_2_Min,alpha_3_Mean,alpha_3_Std,alpha_3_Max,alpha_3_Min,alpha_4_Mean,alpha_4_Std,alpha_4_Max,alpha_4_Min,alpha_5_Mean,alpha_5_Std,alpha_5_Max,alpha_5_Min,alpha_6_Mean,alpha_6_Std,alpha_6_Max,alpha_6_Min,alpha_7_Mean,alpha_7_Std,alpha_7_Max,alpha_7_Min,alpha_8_Mean,alpha_8_Std,alpha_8_Max,alpha_8_Min,alpha_9_Mean,alpha_9_Std,alpha_9_Max,alpha_9_Min,Alpha_loss_Mean,Alpha_loss_Std,Alpha_loss_Max,Alpha_loss_Min,Training/policy_loss_Mean,Training/policy_loss_Std,Training/policy_loss_Max,Training/policy_loss_Min,Training/qf1_loss_Mean,Training/qf1_loss_Std,Training/qf1_loss_Max,Training/qf1_loss_Min,Training/qf2_loss_Mean,Training/qf2_loss_Std,Training/qf2_loss_Max,Training/qf2_loss_Min,Training/pf_norm_Mean,Training/pf_norm_Std,Training/pf_norm_Max,Training/pf_norm_Min,Training/qf1_norm_Mean,Training/qf1_norm_Std,Training/qf1_norm_Max,Training/qf1_norm_Min,Training/qf2_norm_Mean,Training/qf2_norm_Std,Training/qf2_norm_Max,Training/qf2_norm_Min,log_std/mean_Mean,log_std/mean_Std,log_std/mean_Max,log_std/mean_Min,log_std/std_Mean,log_std/std_Std,log_std/std_Max,log_std/std_Min,log_std/max_Mean,log_std/max_Std,log_std/max_Max,log_std/max_Min,log_std/min_Mean,log_std/min_Std,log_std/min_Max,log_std/min_Min,log_prob_0_Mean,log_prob_0_Std,log_prob_0_Max,log_prob_0_Min,log_prob_1_Mean,log_prob_1_Std,log_prob_1_Max,log_prob_1_Min,log_prob_2_Mean,log_prob_2_Std,log_prob_2_Max,log_prob_2_Min,log_prob_3_Mean,log_prob_3_Std,log_prob_3_Max,log_prob_3_Min,log_prob_4_Mean,log_prob_4_Std,log_prob_4_Max,log_prob_4_Min,log_prob_5_Mean,log_prob_5_Std,log_prob_5_Max,log_prob_5_Min,log_prob_6_Mean,log_prob_6_Std,log_prob_6_Max,log_prob_6_Min,log_prob_7_Mean,log_prob_7_Std,log_prob_7_Max,log_prob_7_Min,log_prob_8_Mean,log_prob_8_Std,log_prob_8_Max,log_prob_8_Min,log_prob_9_Mean,log_prob_9_Std,log_prob_9_Max,log_prob_9_Min,log_probs/mean_Mean,log_probs/mean_Std,log_probs/mean_Max,log_probs/mean_Min,log_probs/std_Mean,log_probs/std_Std,log_probs/std_Max,log_probs/std_Min,log_probs/max_Mean,log_probs/max_Std,log_probs/max_Max,log_probs/max_Min,log_probs/min_Mean,log_probs/min_Std,log_probs/min_Max,log_probs/min_Min,mean/mean_Mean,mean/mean_Std,mean/mean_Max,mean/mean_Min,mean/std_Mean,mean/std_Std,mean/std_Max,mean/std_Min,mean/max_Mean,mean/max_Std,mean/max_Max,mean/max_Min,mean/min_Mean,mean/min_Std,mean/min_Max,mean/min_Min
108,8.375541925430298,258000,25992.53059,373635.64749,25143.97165,0.00898,8.36215,0.00432,0.00000,-44.87726,0.00000,-91.37604,0.00000,-85.71761,0.00000,-50.27963,0.00000,-80.30236,0.00000,-102.77999,0.00000,-84.65905,1.00000,260595.84364,0.00000,-76.07982,0.00000,-54.46602,0.10000,74.20941,5.97599,92.64339,60.12383,33.56255,0.12665,33.74396,33.37566,0.01154,0.00019,0.01181,0.01118,0.01371,0.00017,0.01400,0.01347,0.01137,0.00019,0.01171,0.01107,0.01395,0.00013,0.01421,0.01376,0.00784,0.00012,0.00811,0.00766,0.02065,0.00030,0.02115,0.02014,0.01229,0.00014,0.01252,0.01208,0.01352,0.00021,0.01389,0.01320,0.00809,0.00007,0.00818,0.00793,15.40167,3.44893,26.15058,7.95775,-5690.25100,261.98935,-4927.39941,-6442.78320,165402.76863,48659.96583,349723.50000,81358.56250,218330.40500,112747.13584,721267.75000,94859.57812,953.98958,482.95532,2839.04907,243.92207,47900033.43500,22166051.08076,151533920.00000,11774904.00000,61236070.19000,34815420.96665,188703280.00000,14261230.00000,-0.60914,0.05861,-0.49890,-0.75899,0.34811,0.03817,0.45821,0.25636,0.65913,0.23980,1.15665,0.15453,-3.17405,0.44050,-1.94024,-4.23762,3.91238,0.57145,5.98435,2.68410,7.18756,1.82374,11.37760,4.40958,7.30474,1.28098,11.15160,4.42942,7.75543,1.69481,13.19807,5.21142,6.18686,1.19556,9.40762,3.88717,12.18369,3.97240,20.70609,4.93904,10.96334,2.34243,16.00257,5.82205,7.30575,1.26040,11.97264,4.71875,7.21951,1.75270,12.96409,4.07309,4.84769,1.98462,9.53865,1.29629,7.48670,0.78421,10.06847,5.82420,4.90337,0.60568,6.25279,3.93071,34.41657,4.85515,46.84444,19.13950,-6.27596,1.25137,-3.76001,-9.52801,0.66990,0.10837,1.02412,0.51546,2.02518,0.10369,2.26886,1.81044,7.75878,1.32834,9.95563,4.02738,-6.54390,1.81668,-3.76075,-11.18925
109,8.759360790252686,260000,25280.92943,323107.23556,26052.07930,0.01432,8.74078,0.00420,0.00000,-62.68651,0.00000,-91.26332,0.00000,-85.63732,0.00000,-60.62726,0.00000,-76.06555,0.00000,-99.94042,0.00000,-84.99767,1.00000,253501.74858,0.00000,-76.90023,0.00000,-54.33596,0.10000,73.48835,6.36522,90.99041,56.38757,33.78166,0.24323,34.19247,33.36848,0.01202,0.00013,0.01226,0.01181,0.01424,0.00014,0.01448,0.01401,0.01201,0.00017,0.01230,0.01171,0.01460,0.00019,0.01490,0.01422,0.00838,0.00015,0.00865,0.00812,0.02161,0.00027,0.02201,0.02116,0.01272,0.00011,0.01291,0.01252,0.01420,0.00017,0.01449,0.01389,0.00819,0.00006,0.00834,0.00811,14.03737,2.98265,22.53911,9.35860,-5754.70220,276.11330,-4949.62939,-6415.78271,173149.47367,65623.99614,534009.31250,79518.83594,293783.74156,322440.18516,2246927.50000,75855.96094,966.45033,468.95663,3574.15503,255.82637,46711191.96500,27456984.09564,202501488.00000,15099207.00000,76488527.71000,59567420.72841,363022176.00000,15398998.00000,-0.56947,0.07393,-0.44083,-0.76107,0.37398,0.03522,0.50291,0.30079,0.87476,0.17881,1.30321,0.50482,-4.00934,1.07248,-2.01422,-6.90777,4.23908,0.54954,6.04258,2.98627,6.22818,1.02268,8.80093,4.12708,6.71584,1.10799,10.44768,4.32707,7.38475,1.14817,11.11331,5.45790,6.93511,1.82384,12.86714,4.15388,12.88778,1.36611,16.06176,10.22235,9.27669,2.59182,15.62618,5.45892,6.71481,1.27714,10.91431,4.48384,6.72228,0.91319,9.71914,4.90928,5.30060,1.14162,8.73982,3.24115,7.24051,0.73717,9.39430,6.01205,4.67092,0.30338,5.54476,3.97045,34.87726,4.70281,50.05663,17.93954,-6.22309,1.27257,-3.49568,-11.12490,0.57015,0.06336,0.71595,0.44946,2.00961,0.08401,2.21522,1.84888,7.64094,0.97887,9.11303,4.74265,-7.52857,2.00460,-3.76438,-13.76641
110,8.435616731643677,262000,18294.31944,337534.04966,16939.40438,0.01259,8.41890,0.00409,0.00000,-57.71284,0.00000,-91.21807,0.00000,-77.20597,0.00000,-79.91899,0.00000,-88.88236,0.00000,-108.71951,0.00000,-84.72760,1.00000,183663.58509,0.00000,-77.81581,0.00000,-54.18955,0.10000,74.35363,7.54304,93.38804,55.92595,34.19047,0.07285,34.35606,34.08286,0.01274,0.00029,0.01314,0.01227,0.01484,0.00020,0.01514,0.01449,0.01263,0.00020,0.01296,0.01230,0.01518,0.00016,0.01534,0.01490,0.00890,0.00013,0.00913,0.00865,0.02267,0.00040,0.02335,0.02202,0.01318,0.00016,0.01344,0.01292,0.01479,0.00016,0.01505,0.01449,0.00840,0.00003,0.00845,0.00834,14.59327,3.03593,21.09670,7.45303,-5867.72986,314.67478,-5040.72998,-6713.78125,192550.01363,67784.27824,468592.81250,86905.26562,214441.48266,84870.92398,527179.31250,89343.49219,959.72786,455.81376,3415.70654,311.12268,55039368.62000,26800600.16046,138942560.00000,9508649.00000,59432646.22500,30202418.66342,165324080.00000,15398686.00000,-0.65119,0.04443,-0.56851,-0.72687,0.40424,0.06127,0.56380,0.29278,0.95461,0.23601,1.63739,0.63696,-4.14117,1.50292,-2.36579,-9.59201,4.01238,0.56669,5.65778,2.78025,8.13756,3.05341,18.18385,3.89240,7.32751,1.17325,10.10015,5.24644,7.44576,1.16120,10.86799,5.06172,5.67628,1.73252,9.97150,2.73349,11.87160,2.92411,18.60543,6.22309,11.85602,2.03566,16.17437,7.51443,7.25314,0.99479,10.23606,5.51194,6.24427,1.00286,8.44972,4.14505,4.27188,1.98715,8.92169,1.04566,7.40964,0.71945,9.00391,5.59997,4.97422,0.48060,6.39631,4.01039,36.46688,7.80115,60.58078,22.95945,-6.18809,1.21940,-3.68060,-12.03972,0.58718,0.12277,0.90740,0.40267,1.98938,0.07206,2.23447,1.82988,7.45249,1.12256,11.26439,5.27720,-7.70090,3.83114,-3.24772,-21.09445
111,8.934591054916382,264000,29062.23206,250540.10914,21760.49836,0.01765,8.58133,0.00417,0.00000,-48.76542,0.00000,-91.32427,0.00000,-81.24923,0.00000,-78.43464,0.00000,-93.23569,0.00000,-100.46253,0.00000,-72.58773,1.00000,291315.86598,0.00000,-73.05670,0.00000,-54.42920,0.10000,76.96821,6.55658,99.04168,59.61793,34.67399,0.26905,35.16076,34.15846,0.01331,0.00010,0.01349,0.01315,0.01560,0.00030,0.01607,0.01514,0.01313,0.00008,0.01323,0.01296,0.01544,0.00007,0.01555,0.01533,0.00945,0.00018,0.00973,0.00913,0.02398,0.00037,0.02460,0.02335,0.01387,0.00026,0.01426,0.01344,0.01537,0.00019,0.01571,0.01505,0.00840,0.00002,0.00843,0.00837,13.08527,2.73021,18.24253,8.32955,-6036.01003,278.10408,-5338.72119,-6793.25537,201802.13848,82704.00040,606506.31250,72120.25000,209278.66041,81395.45466,563678.93750,65232.07422,976.03920,442.29149,2278.92114,185.75928,59389979.87500,31123967.43355,192348384.00000,11630029.00000,58315153.01000,29658657.83507,169055024.00000,11298182.00000,-0.65028,0.05796,-0.52581,-0.73951,0.34591,0.02188,0.39633,0.29264,0.80273,0.17339,1.16925,0.39176,-2.98827,0.45285,-2.02684,-3.97361,4.27901,0.60933,5.73362,2.68358,5.59298,0.98847,7.98227,3.95602,8.53732,1.64936,11.88740,5.06750,5.08539,1.37091,8.69092,2.31897,4.78526,0.61126,6.40930,3.28986,12.97055,2.42731,18.75387,8.12578,10.90138,1.92688,16.11989,7.98935,8.86633,1.70762,12.22429,5.47000,6.41153,1.02284,8.94367,4.33728,3.91391,0.88338,6.43746,2.13822,7.13437,0.66440,8.53080,5.91081,4.98168,0.41735,5.86156,4.24626,32.62904,2.49424,39.49332,23.38090,-6.22298,1.32652,-3.86986,-10.75107,0.43771,0.09946,0.73490,0.13040,2.02032,0.09601,2.19016,1.84591,5.81214,0.52858,7.36828,4.82889,-5.26381,0.68857,-3.72430,-7.21824
112,8.014679193496704,266000,25447.73770,351422.71989,22808.02812,0.02216,7.98832,0.00412,0.00000,-65.54298,0.00000,-91.38461,0.00000,-82.59554,0.00000,-80.95615,0.00000,-96.06390,0.00000,-105.35744,0.00000,-84.51321,1.00000,255207.21770,0.00000,-68.85990,0.00000,-54.56697,0.10000,76.22990,6.61353,92.66068,57.04182,35.47892,0.27369,35.95012,35.12543,0.01375,0.00016,0.01403,0.01350,0.01652,0.00025,0.01691,0.01607,0.01325,0.00002,0.01330,0.01321,0.01561,0.00009,0.01584,0.01554,0.00996,0.00013,0.01015,0.00973,0.02523,0.00037,0.02589,0.02460,0.01457,0.00017,0.01484,0.01426,0.01591,0.00008,0.01598,0.01571,0.00841,0.00003,0.00849,0.00838,9.85499,3.16929,15.17681,2.20577,-6072.49543,291.53678,-5218.14062,-6781.44678,181804.03254,67921.34771,447696.81250,87270.05469,223372.28871,129105.76868,874790.31250,83855.43750,1040.48730,508.30946,2684.60010,270.91708,50758203.32000,26263073.03531,153907072.00000,16870688.00000,60157233.95000,38701674.38641,213226000.00000,16664594.00000,-0.67813,0.05763,-0.55841,-0.80981,0.34445,0.02038,0.39903,0.29791,0.73954,0.13291,1.11170,0.36206,-2.61092,0.36777,-1.86532,-3.48620,4.13277,0.74194,5.97104,2.38045,6.19936,1.02102,8.86119,3.63574,7.72748,1.45178,10.77883,4.59602,4.16075,1.24577,7.06681,0.88406,5.00662,1.38332,8.43090,2.78952,9.85358,2.57726,14.51973,3.28332,10.64318,1.89408,17.40744,6.83062,7.07106,1.35601,10.05446,3.78594,4.78695,1.21969,7.45966,2.28660,4.35670,0.95487,6.67120,2.56386,6.39384,0.80753,7.80414,4.59597,4.50231,0.34240,5.54405,3.82867,30.49918,2.79572,36.86382,21.60360,-6.25805,1.50631,-3.60110,-12.46736,0.23471,0.15360,0.54399,-0.06105,1.91299,0.09790,2.07216,1.69449,5.00663,0.37510,6.52870,4.06716,-5.50577,0.90540,-4.24931,-8.06689
113,8.59525728225708,268000,26734.67776,346592.24226,17810.18261,0.02004,8.57080,0.00434,0.00000,-62.41215,0.00000,-94.38850,0.00000,-85.62159,0.00000,-84.44708,0.00000,-49.15237,0.00000,-82.33716,0.00000,-72.46551,1.00000,267995.16655,0.00000,-68.37408,0.00000,-49.19051,0.10000,76.63499,6.89033,94.89530,57.45734,35.32597,0.21263,35.70391,34.96396,0.01412,0.00006,0.01424,0.01403,0.01708,0.00006,0.01714,0.01691,0.01322,0.00003,0.01328,0.01315,0.01601,0.00007,0.01610,0.01584,0.01035,0.00012,0.01059,0.01015,0.02629,0.00021,0.02662,0.02589,0.01498,0.00005,0.01503,0.01484,0.01598,0.00001,0.01601,0.01594,0.00856,0.00006,0.00866,0.00848,5.36689,3.15842,13.10489,-0.71118,-6130.70135,296.72246,-5347.73389,-6914.72119,208206.67828,82387.35399,607187.62500,94283.92969,205527.81691,108206.26790,1058285.12500,95547.89062,971.16474,482.11130,2527.58691,245.34883,61556559.29000,32619499.64263,190677024.00000,18372218.00000,57571034.63000,30761843.50637,241942544.00000,18377268.00000,-0.64089,0.03727,-0.57985,-0.73764,0.31415,0.01495,0.37217,0.28215,0.52488,0.21249,1.28260,0.15350,-2.31066,0.38231,-1.61556,-3.28141,3.80546,0.51331,5.17700,2.40125,4.73722,1.05479,7.58694,2.23489,4.87771,1.90091,9.51706,1.30572,3.55457,1.38805,7.13584,1.01468,4.66450,1.72735,11.10706,1.93665,9.92315,2.06673,14.49751,5.66331,7.29308,1.54173,11.51744,4.06637,4.90815,1.65447,9.96486,2.53131,3.89000,1.14448,6.26567,1.87017,4.63320,1.11523,8.13916,2.12331,5.22871,0.73902,7.09939,3.86509,4.01550,0.29255,4.72172,3.31687,26.07079,2.62727,31.05669,18.92123,-6.64503,1.29105,-3.80747,-10.54412,0.21988,0.09734,0.42901,-0.01045,1.76673,0.12799,2.11664,1.50997,4.61927,0.39166,5.72106,3.77981,-4.54885,0.63084,-3.43015,-6.92484
114,8.626811981201172,270000,17255.50310,367070.51048,26103.10155,0.00455,8.61785,0.00436,0.00000,-65.53142,0.00000,-108.82236,0.00000,-85.59062,0.00000,-80.43546,0.00000,-95.10428,0.00000,-120.22351,0.00000,-71.47123,1.00000,173334.44133,0.00000,-95.13256,0.00000,-57.09896,0.10000,76.57712,6.65590,95.24004,55.88160,35.28512,0.18842,35.58123,34.96326,0.01435,0.00008,0.01450,0.01424,0.01712,0.00002,0.01714,0.01709,0.01314,0.00002,0.01317,0.01311,0.01617,0.00005,0.01624,0.01608,0.01083,0.00015,0.01112,0.01059,0.02702,0.00022,0.02740,0.02662,0.01510,0.00004,0.01515,0.01503,0.01593,0.00003,0.01598,0.01587,0.00891,0.00013,0.00910,0.00866,5.58508,2.35762,9.62329,-1.44773,-6239.29803,294.56948,-5304.06348,-7046.36719,191382.96664,79653.24705,587389.00000,87696.38281,187720.97914,62581.59024,546873.68750,79871.24219,1040.97364,480.16640,2929.54492,154.94522,55436429.58500,30965988.34948,185706816.00000,15105349.00000,49716046.62000,23851910.27929,157647232.00000,15505252.00000,-0.63443,0.01797,-0.58859,-0.67450,0.33482,0.02171,0.40107,0.28471,1.03571,0.28525,1.57070,0.54364,-2.25814,0.29219,-1.51812,-2.92315,4.16881,0.58568,6.09233,2.26377,4.88566,0.90499,7.74421,2.90054,3.81889,1.13563,6.39977,1.21755,4.06014,0.88174,6.03966,1.53262,4.55310,1.16111,7.28863,2.12041,10.40597,1.85541,14.56860,6.34145,7.26423,1.11797,9.63136,4.80351,4.57577,0.84649,6.16158,2.64294,3.90086,0.98065,5.94536,1.15210,5.71672,1.12646,8.28637,3.44212,5.33502,0.56761,6.50647,3.66725,4.05299,0.29306,4.77442,3.29703,28.48918,2.29690,33.94537,20.97041,-6.39072,1.29866,-3.45250,-11.01924,0.29862,0.07061,0.46977,0.16645,1.77261,0.08810,1.93338,1.50550,4.82300,0.30976,5.83473,4.24000,-4.66592,0.69695,-3.43245,-7.88011
115,8.823939323425293,272000,28959.55379,221063.95829,23391.09405,0.00457,8.81517,0.00410,0.00000,-61.18537,0.00000,-87.98488,0.00000,-85.59028,0.00000,-80.75149,0.00000,-84.91069,0.00000,-107.52158,0.00000,-68.13002,1.00000,289595.43998,0.00000,-65.52736,0.00000,641.69956,0.10000,78.43397,6.76065,94.02124,56.46116,35.45317,0.09034,35.58669,35.28495,0.01469,0.00011,0.01485,0.01450,0.01700,0.00005,0.01709,0.01694,0.01327,0.00007,0.01336,0.01314,0.01637,0.00006,0.01649,0.01624,0.01137,0.00016,0.01164,0.01112,0.02790,0.00031,0.02847,0.02740,0.01524,0.00008,0.01544,0.01515,0.01598,0.00004,0.01603,0.01588,0.00930,0.00010,0.00950,0.00910,6.05908,1.82048,9.59568,2.13057,-6360.53160,299.95848,-5373.03662,-7206.34375,219592.62879,87953.49027,663159.12500,90056.55469,219488.54922,119787.74600,978372.43750,89179.52344,1032.02848,487.60389,2659.58716,270.68231,67845785.08000,34351527.55893,184521936.00000,14803740.00000,54931645.23000,36530843.57795,241631184.00000,14113348.00000,-0.65206,0.03664,-0.58822,-0.72073,0.38175,0.01828,0.42599,0.34103,1.13535,0.21963,1.58481,0.80997,-2.62958,0.67254,-1.62149,-4.13612,3.96245,0.56319,5.77333,2.68221,5.02809,1.14371,7.57145,2.77523,3.45305,0.84567,5.61136,1.55891,4.72381,0.90326,7.50331,2.80899,4.55932,0.98197,7.68271,2.38612,9.76464,2.02856,16.14133,5.64387,8.09860,1.67069,11.65613,5.08202,5.18825,1.29522,8.82765,3.24045,4.29502,0.74467,6.33649,2.99644,5.33569,1.00572,8.08702,3.50186,5.44089,0.44394,6.35564,4.47280,4.13446,0.31265,5.11838,3.54689,29.24890,3.02272,37.69725,19.68021,-6.46686,1.43946,-3.76360,-13.49698,0.39081,0.13048,0.67859,0.11941,1.74534,0.06281,1.87134,1.61938,4.76675,0.37119,6.17724,4.12650,-4.61365,0.47023,-3.80986,-6.20023
116,8.225541830062866,274000,27022.08086,383077.24315,31954.78511,0.03110,8.19020,0.00418,0.00000,-62.33332,0.00000,-91.73083,0.00000,-85.64087,0.00000,-81.27529,0.00000,-90.14681,0.00000,-114.63238,0.00000,-67.89179,1.00000,270907.30390,0.00000,-68.78980,0.00000,-24.05422,0.10000,78.64547,7.11405,95.85229,59.53012,35.48467,0.18252,35.85616,35.28139,0.01490,0.00006,0.01503,0.01482,0.01689,0.00002,0.01694,0.01686,0.01348,0.00014,0.01370,0.01334,0.01651,0.00003,0.01656,0.01647,0.01196,0.00018,0.01226,0.01165,0.02880,0.00022,0.02920,0.02848,0.01556,0.00007,0.01565,0.01544,0.01593,0.00008,0.01603,0.01579,0.00969,0.00012,0.00986,0.00950,5.16559,2.27766,10.22008,-0.88979,-6459.44500,319.45774,-5188.16064,-7247.03467,199758.75262,71027.95975,596459.43750,93010.98438,192254.95160,68651.76604,547658.00000,74723.77344,1073.21511,490.13747,2523.35083,182.86066,54815833.63000,28636783.45500,217011680.00000,15634802.00000,49892724.77000,25890418.52733,164113664.00000,10024366.00000,-0.66206,0.03112,-0.59749,-0.74170,0.37493,0.02082,0.41292,0.31473,1.02810,0.24110,1.43092,0.48451,-2.76082,0.55572,-1.79749,-5.03364,4.11140,0.61584,5.74467,2.77314,4.50733,1.03748,7.41275,2.71903,3.76801,0.84053,5.49547,1.37184,5.06901,1.51054,9.66056,1.72496,4.18391,0.79712,6.75706,2.27435,10.42456,1.70762,15.26931,6.58861,6.48029,1.08607,9.27138,4.53798,4.65091,1.03435,7.19922,2.06695,4.03490,1.55053,8.26580,1.11432,5.16593,1.05239,7.72947,2.85771,5.23963,0.58537,6.49610,3.58865,4.05870,0.29228,4.85249,3.37092,28.29325,2.33229,33.34733,21.08926,-6.48813,1.38532,-3.73002,-12.93336,0.42244,0.08429,0.65568,0.28711,1.69675,0.07818,1.85639,1.46376,4.68577,0.35194,5.53253,3.87513,-4.83114,0.56298,-3.72311,-6.43624
117,8.631364107131958,276000,26562.22182,367477.58661,26662.53515,0.03921,8.58793,0.00416,0.00000,-61.74214,0.00000,-94.30782,0.00000,-85.62553,0.00000,-81.39157,0.00000,-87.54721,0.00000,-111.61155,0.00000,-69.30062,1.00000,266307.98316,0.00000,-68.21239,0.00000,-26.02610,0.10000,80.29505,6.65353,97.36601,63.18532,35.71639,0.10038,35.84424,35.44482,0.01520,0.00010,0.01538,0.01502,0.01678,0.00006,0.01686,0.01664,0.01400,0.00018,0.01428,0.01370,0.01676,0.00009,0.01685,0.01654,0.01258,0.00018,0.01290,0.01226,0.02974,0.00036,0.03032,0.02920,0.01568,0.00002,0.01570,0.01562,0.01610,0.00005,0.01619,0.01601,0.01005,0.00008,0.01017,0.00986,5.57910,1.82418,9.29713,-0.76164,-6563.68363,309.83179,-5814.30322,-7456.51709,231842.36219,133659.27676,1032237.18750,90060.32031,209176.62004,87046.67252,621136.50000,91999.89062,1079.34930,501.06658,2732.89160,150.43639,69636393.58500,44210588.77420,265687744.00000,14412165.00000,60034486.51000,31848935.15014,178638672.00000,16842428.00000,-0.62894,0.03364,-0.55933,-0.71982,0.33055,0.03013,0.39391,0.27781,0.74405,0.29592,1.23805,0.25060,-2.69833,0.55734,-1.72459,-4.11625,3.89141,0.54843,5.42207,2.35358,4.99134,1.19339,7.87866,2.41503,3.29362,0.83662,5.21560,1.33393,5.72722,1.11257,8.54104,2.89282,4.49403,1.05954,6.68906,2.08883,10.13478,2.18716,14.34829,5.27218,7.50341,1.39832,9.98823,4.36134,4.09059,0.79193,6.03586,2.25572,4.33483,0.94783,6.95105,2.32060,4.82789,0.94460,7.56540,3.10104,5.32891,0.47885,6.35457,3.73772,4.16053,0.35352,5.09036,3.45020,29.89067,3.57617,38.07915,21.80971,-6.52678,1.43372,-3.57046,-12.48839,0.37293,0.07388,0.52884,0.22863,1.75016,0.06512,1.91423,1.54424,4.67838,0.35737,5.48731,3.87451,-4.80271,0.40478,-3.93958,-5.67100
118,9.140336036682129,278000,30237.37828,329553.42107,26925.52368,0.01426,8.58752,0.00465,0.00000,-61.99572,0.00000,-96.08119,0.00000,-85.66095,0.00000,-81.09932,0.00000,-88.13172,0.00000,-119.16298,0.00000,-64.79707,1.00000,303100.77897,0.00000,-67.21530,0.00000,-62.85194,0.10000,79.86614,7.12505,101.21159,63.62987,35.44248,0.17601,35.73611,35.22565,0.01541,0.00002,0.01546,0.01537,0.01633,0.00017,0.01664,0.01601,0.01448,0.00015,0.01473,0.01428,0.01661,0.00010,0.01682,0.01642,0.01322,0.00019,0.01350,0.01290,0.03093,0.00040,0.03153,0.03032,0.01554,0.00006,0.01566,0.01543,0.01610,0.00004,0.01616,0.01605,0.01028,0.00007,0.01039,0.01015,2.86574,2.55926,8.35754,-3.56197,-6612.01112,311.59559,-5680.73193,-7504.70654,195434.38090,87116.50418,899144.62500,93754.33594,222833.14523,93225.71455,651052.37500,102924.82812,1012.44476,455.98710,2537.16602,167.45697,54345973.97500,30595208.47729,251332272.00000,13545514.00000,61392360.18500,32780672.77500,216402912.00000,14985469.00000,-0.63896,0.03653,-0.54936,-0.69419,0.32958,0.01870,0.38995,0.29131,0.69469,0.17946,1.19098,0.33167,-2.91403,0.53915,-1.80398,-4.13032,4.10133,0.56868,5.82039,2.73298,4.15618,1.08206,7.38083,2.20084,2.13710,0.86403,4.04088,-0.22991,5.23052,0.87858,7.61918,3.31251,3.20883,0.79193,5.12868,1.03372,9.21190,2.21431,13.41229,3.34088,7.47058,1.54702,11.83054,4.09023,3.25959,0.79907,5.44300,1.44770,4.01050,0.79850,5.74266,2.34785,4.53967,0.95580,6.43709,1.89482,4.73262,0.65234,5.95009,3.15155,4.00856,0.34778,4.83908,3.30024,27.51569,3.53424,34.66736,18.11493,-6.64561,1.45293,-3.78909,-13.33931,0.28391,0.06215,0.44014,0.16036,1.67628,0.09873,1.85382,1.43750,4.45002,0.47970,5.39706,3.28372,-4.80489,0.72139,-3.31266,-6.84016
